19:34:37,E017,carro,L07,ENTREGUE,77.4,R$ 7.50,—,3,4x,Nenhum,+39.6s
19:34:41,E017,carro,L01,ENTREGUE,81.5,R$ 7.50,R$ 22.50,3,4x,Nenhum,+24.6s
19:34:44,E003,carro,L10,ENTREGUE,84.0,R$ 7.50,—,5,4x,Nenhum,+47.5s
19:34:53,E003,carro,L03,ENTREGUE,93.0,R$ 7.50,—,5,4x,Nenhum,+53.3s
19:34:53,E007,carro,L01,ENTREGUE,93.1,R$ 7.50,—,4,4x,Nenhum,+51.3s
19:35:06,E003,carro,L09,ENTREGUE,106.5,R$ 7.50,—,5,4x,Nenhum,+53.4s
19:35:09,E007,carro,L04,ENTREGUE,108.4,R$ 7.50,—,4,4x,Nenhum,+65.0s
19:35:20,E003,carro,L12,ENTREGUE,119.9,R$ 7.50,R$ 37.50,5,4x,"Trânsito, Acidente",+38.1s
19:35:23,E018,moto,L06,ENTREGUE,12.1,R$ 7.50,R$ 7.50,1,4x,Acidente,+1.9s
19:35:24,E014,moto,L11,ENTREGUE,12.4,R$ 7.50,R$ 7.50,1,4x,Acidente,-0.6s
19:35:25,E013,bike,L06,ENTREGUE,12.8,R$ 7.50,R$ 7.50,1,4x,Acidente,-0.5s
19:35:27,E029,carro,L09,ENTREGUE,14.5,R$ 9.38,R$ 9.38,1,4x,"Chuva, Acidente",-1.7s
19:35:28,E007,carro,L12,ENTREGUE,127.8,R$ 9.38,—,4,4x,"Chuva, Acidente",+33.3s
19:35:28,E002,moto,L03,ENTREGUE,16.4,R$ 12.19,R$ 12.19,1,4x,"Chuva, Acidente",+0.5s
19:35:29,E008,moto,L03,ENTREGUE,17.6,R$ 12.19,R$ 12.19,1,4x,"Chuva, Acidente",+4.0s
19:35:30,E016,bike,L09,ENTREGUE,19.3,R$ 9.38,R$ 9.38,1,4x,"Chuva, Trânsito, Acidente",+1.0s
19:35:32,E025,bike,L09,ENTREGUE,22.2,R$ 9.75,R$ 9.75,1,4x,"Trânsito, Acidente",+3.9s
19:35:32,E006,carro,L02,ENTREGUE,21.0,R$ 9.75,R$ 9.75,1,4x,"Trânsito, Acidente",+5.8s
19:35:33,E005,moto,L03,ENTREGUE,20.4,R$ 7.50,R$ 7.50,1,4x,"Trânsito, Acidente",+0.0s
19:35:35,E021,moto,L01,ENTREGUE,24.5,R$ 9.75,R$ 9.75,1,4x,"Trânsito, Acidente",+2.8s
19:35:37,E017,carro,L02,ENTREGUE,24.1,R$ 7.50,R$ 7.50,1,4x,"Trânsito, Acidente",+0.0s
19:35:38,E013,bike,L06,ENTREGUE,12.3,R$ 7.50,R$ 7.50,1,4x,"Trânsito, Acidente",-4.0s
19:35:38,E010,moto,L03,ENTREGUE,26.7,R$ 9.75,R$ 9.75,1,4x,"Trânsito, Acidente",+7.9s
19:35:38,E012,moto,L01,ENTREGUE,25.4,R$ 7.50,R$ 7.50,1,4x,"Trânsito, Acidente",+0.8s
19:35:38,E004,bike,L06,ENTREGUE,28.5,R$ 9.75,R$ 9.75,1,4x,"Trânsito, Acidente",+0.3s
19:35:38,E009,moto,L03,ENTREGUE,26.2,R$ 12.19,R$ 12.19,1,4x,"Chuva, Trânsito, Acidente",+0.8s
19:35:39,E023,bike,L02,ENTREGUE,29.8,R$ 12.19,R$ 12.19,1,4x,"Chuva, Trânsito, Acidente",+5.0s
19:35:40,E030,moto,L02,ENTREGUE,28.4,R$ 12.19,R$ 12.19,1,4x,"Chuva, Trânsito, Acidente",+6.4s
19:35:43,E007,carro,L10,ENTREGUE,142.8,R$ 9.38,R$ 33.75,4,4x,"Chuva, Trânsito, Acidente",+57.2s
19:35:47,E024,moto,L05,ENTREGUE,36.9,R$ 7.50,R$ 7.50,1,4x,"Trânsito, Acidente",+10.3s
19:35:49,E026,bike,L06,ENTREGUE,38.9,R$ 9.75,R$ 9.75,1,4x,"Trânsito, Acidente",+10.4s
